flat50-8.cnf, 0
flat50-80.cnf, 0.004748
flat50-81.cnf, 0.008953
flat50-82.cnf, 0.003902
flat50-83.cnf, 0.007775
flat50-84.cnf, 0.008407
flat50-85.cnf, 0.004363
flat50-86.cnf, 0.007565
flat50-87.cnf, 0.007351
flat50-88.cnf, 0.008378
flat50-89.cnf, 0
flat50-9.cnf, 0.007196
flat50-90.cnf, 0.007672
flat50-91.cnf, 0.007243
flat50-92.cnf, 0.009451
flat50-93.cnf, 0.007205
flat50-94.cnf, 0.007331
flat50-95.cnf, 0.008477
flat50-96.cnf, 0.00797
flat50-97.cnf, 0.009931
flat50-98.cnf, 0.008374
flat50-99.cnf, 0.008388
flat75-1.cnf, 0.010391
flat75-10.cnf, 0.010479
flat75-100.cnf, 0.011563
flat75-11.cnf, 0.010732
flat75-12.cnf, 0.011089
flat75-13.cnf, 0.011459
flat75-14.cnf, 0.006033
flat75-15.cnf, 0.005141
flat75-16.cnf, 0.011142
flat75-17.cnf, 0
flat75-18.cnf, 0.005905
flat75-19.cnf, 0.013863
flat75-2.cnf, 0.00504
flat75-20.cnf, 0.010979
flat75-21.cnf, 0.010417
flat75-22.cnf, 0.01037
flat75-23.cnf, 0.010803
flat75-24.cnf, 0.010912
flat75-25.cnf, 0.010682
flat75-26.cnf, 0.005244
flat75-27.cnf, 0.010904
flat75-28.cnf, 0.010818
flat75-29.cnf, 0.013206
flat75-3.cnf, 0.012164
flat75-30.cnf, 0.011891
flat75-31.cnf, 0.011316
flat75-32.cnf, 0.011392
flat75-33.cnf, 0.012293
flat75-34.cnf, 0.012447
flat75-35.cnf, 0.011074
flat75-36.cnf, 0.012435
flat75-37.cnf, 0.011564
flat75-38.cnf, 0.010004
flat75-39.cnf, 0.011406
flat75-4.cnf, 0.012856
flat75-40.cnf, 0.010243
flat75-41.cnf, 0.011161
flat75-42.cnf, 0.009519
flat75-43.cnf, 0.011091
flat75-44.cnf, 0.010632
flat75-45.cnf, 0.011409
flat75-46.cnf, 0.010654
flat75-47.cnf, 0.011429
flat75-48.cnf, 0.005737
flat75-49.cnf, 0.006419
flat75-5.cnf, 0.010024
flat75-50.cnf, 0.010862
flat75-51.cnf, 0.012349
flat75-52.cnf, 0.007026
flat75-53.cnf, 0.013463
flat75-54.cnf, 0.014126
flat75-55.cnf, 0.011086
flat75-56.cnf, 0.011824
flat75-57.cnf, 0.012102
flat75-58.cnf, 0.009831
flat75-59.cnf, 0.010274
flat75-6.cnf, 0.009995
flat75-60.cnf, 0.010318
flat75-61.cnf, 0.010603
flat75-62.cnf, 0.010889
flat75-63.cnf, 0.010833
flat75-64.cnf, 0.010655
flat75-65.cnf, 0.010626
flat75-66.cnf, 0.013776
flat75-67.cnf, 0.006461
flat75-68.cnf, 0.012151
flat75-69.cnf, 0.010471
flat75-7.cnf, 0.010602
flat75-70.cnf, 0.010877
flat75-71.cnf, 0.010401
flat75-72.cnf, 0.010605
flat75-73.cnf, 0.009826
flat75-74.cnf, 0.010626
flat75-75.cnf, 0.011464
flat75-76.cnf, 0.010626
flat75-77.cnf, 0.012362
flat75-78.cnf, 0.00947
flat75-79.cnf, 0.01071
flat75-8.cnf, 0.01091
flat75-80.cnf, 0.011313
flat75-81.cnf, 0.011591
flat75-82.cnf, 0.011565
flat75-83.cnf, 0.011482
flat75-84.cnf, 0.010548
flat75-85.cnf, 0.011223
flat75-86.cnf, 0.011958
flat75-87.cnf, 0.011508
flat75-88.cnf, 0.011845
flat75-89.cnf, 0.010832
flat75-9.cnf, 0.013794
flat75-90.cnf, 0.01009
flat75-91.cnf, 0.010489
flat75-92.cnf, 0.010189
flat75-93.cnf, 0.011454
flat75-94.cnf, 0.010905
flat75-95.cnf, 0.010721
flat75-96.cnf, 0.009813
flat75-97.cnf, 0.010252
flat75-98.cnf, 0.005247
flat75-99.cnf, 0.010759
