"flat50-30.cnf", 72, 333, 2955, 
"flat50-31.cnf", 81, 357, 14110, 
"flat50-32.cnf", 71, 326, 5835, 
"flat50-33.cnf", 82, 361, 49456, 
"flat50-34.cnf", 75, 331, 36295, 
"flat50-35.cnf", 81, 364, 11043, 
"flat50-36.cnf", 73, 332, 7215, 
"flat50-37.cnf", 76, 341, 1467, 
"flat50-38.cnf", 74, 340, 1137, 
"flat50-39.cnf", 87, 372, 35648, 
"flat50-4.cnf", 84, 368, 30144, 
"flat50-40.cnf", 75, 344, 18786, 
"flat50-41.cnf", 77, 345, 94208, 
"flat50-42.cnf", 73, 335, 25424, 
"flat50-43.cnf", 85, 370, 10870, 
"flat50-44.cnf", 78, 354, 37294, 
"flat50-45.cnf", 78, 351, 28051, 
"flat50-46.cnf", 78, 355, 15228, 
"flat50-47.cnf", 75, 334, 10619, 
"flat50-48.cnf", 85, 368, 1077, 
"flat50-49.cnf", 78, 346, 4437, 
"flat50-5.cnf", 81, 357, 5683, 
"flat50-50.cnf", 84, 361, 49005, 
"flat50-51.cnf", 75, 341, 38926, 
"flat50-52.cnf", 75, 335, 17497, 
"flat50-53.cnf", 78, 345, 5304, 
"flat50-54.cnf", 80, 361, 23034, 
"flat50-55.cnf", 78, 359, 3032, 
"flat50-56.cnf", 70, 313, 6313, 
"flat50-57.cnf", 78, 347, 41818, 
"flat50-58.cnf", 75, 347, 1316, 
"flat50-59.cnf", 86, 369, 5726, 
"flat50-6.cnf", 80, 360, 2191, 
"flat50-60.cnf", 81, 352, 8904, 
"flat50-61.cnf", 80, 368, 9688, 
"flat50-62.cnf", 77, 340, 12767, 
"flat50-63.cnf", 80, 363, 68891, 
"flat50-64.cnf", 76, 352, 15402, 
"flat50-65.cnf", 76, 349, 29898, 
"flat50-66.cnf", 81, 365, 28990, 
"flat50-67.cnf", 79, 348, 5646, 
"flat50-68.cnf", 71, 325, 1563, 
"flat50-69.cnf", 81, 353, 30721, 
"flat50-7.cnf", 76, 351, 10761, 
"flat50-70.cnf", 84, 370, 3544, 
"flat50-71.cnf", 72, 327, 8417, 
"flat50-72.cnf", 82, 367, 44819, 
"flat50-74.cnf", 73, 348, 9058, 
"flat50-75.cnf", 80, 351, 4875, 
"flat50-76.cnf", 81, 362, 1656, 
"flat50-77.cnf", 76, 350, 6982, 
"flat50-78.cnf", 76, 339, 26401, 
"flat50-79.cnf", 73, 332, 34760, 
"flat50-8.cnf", 74, 341, 3138, 
"flat50-80.cnf", 67, 306, 18519, 
"flat50-81.cnf", 73, 340, 21828, 
"flat50-82.cnf", 83, 353, 1339, 
"flat50-83.cnf", 75, 337, 47869, 
"flat50-84.cnf", 77, 351, 40113, 
"flat50-85.cnf", 76, 341, 4647, 
"flat50-86.cnf", 85, 377, 2313, 
"flat50-87.cnf", 69, 327, 6238, 
"flat50-88.cnf", 77, 341, 4293, 
"flat50-89.cnf", 78, 358, 8372, 
"flat50-9.cnf", 78, 344, 1498, 
"flat50-90.cnf", 80, 356, 17831, 
"flat50-91.cnf", 83, 371, 2545, 
"flat50-92.cnf", 74, 328, 2197, 
"flat50-93.cnf", 76, 335, 9928, 
"flat50-94.cnf", 75, 350, 34909, 
"flat50-95.cnf", 79, 353, 6291, 
"flat50-96.cnf", 78, 334, 3301, 
"flat50-97.cnf", 76, 346, 25836, 
"flat50-98.cnf", 71, 322, 10968, 
"flat50-99.cnf", 78, 344, 52235, 
"flat75-1.cnf", 114, 530, 80366, 
"flat75-10.cnf", 127, 577, 65817, 
"flat75-100.cnf", 121, 554, 22652, 
"flat75-11.cnf", 122, 557, 242906, 
"flat75-12.cnf", 125, 574, 148848, 
"flat75-13.cnf", 115, 552, 81886, 
"flat75-14.cnf", 121, 551, 14007, 
"flat75-15.cnf", 115, 530, 243414, 
"flat75-16.cnf", 116, 531, 333422, 
"flat75-17.cnf", 121, 550, 130053, 
"flat75-18.cnf", 117, 542, 173815, 
"flat75-19.cnf", 115, 527, 242013, 
"flat75-2.cnf", 117, 539, 43214, 
"flat75-20.cnf", 122, 548, 63206, 
"flat75-21.cnf", 120, 547, 298425, 
"flat75-22.cnf", 134, 598, 761551, 
"flat75-23.cnf", 130, 581, 33610, 
"flat75-24.cnf", 119, 544, 168269, 
"flat75-25.cnf", 120, 538, 30255, 
"flat75-26.cnf", 116, 536, 42204, 
"flat75-27.cnf", 124, 551, 53467, 
"flat75-28.cnf", 123, 565, 269551, 
"flat75-29.cnf", 121, 561, 386062, 
"flat75-3.cnf", 126, 567, 269323, 
"flat75-30.cnf", 120, 556, 427096, 
"flat75-31.cnf", 125, 575, 197408, 
"flat75-32.cnf", 130, 584, 18429, 
"flat75-33.cnf", 115, 530, 13338, 
"flat75-34.cnf", 122, 547, 112117, 
"flat75-35.cnf", 120, 559, 143184, 
"flat75-36.cnf", 117, 552, 189638, 
"flat75-37.cnf", 112, 536, 62280, 
"flat75-38.cnf", 121, 562, 22148, 
"flat75-39.cnf", 120, 551, 159694, 
"flat75-4.cnf", 121, 547, 23104, 
"flat75-40.cnf", 122, 554, 88596, 
"flat75-41.cnf", 129, 575, 473475, 
"flat75-42.cnf", 122, 561, 302213, 
"flat75-43.cnf", 119, 547, 26320, 
"flat75-44.cnf", 121, 565, 136665, 
"flat75-45.cnf", 129, 576, 146427, 
"flat75-46.cnf", 123, 560, 470562, 
"flat75-47.cnf", 116, 532, 89765, 
"flat75-48.cnf", 116, 533, 45185, 
"flat75-49.cnf", 116, 529, 96017, 
"flat75-5.cnf", 117, 563, 127572, 
"flat75-50.cnf", 121, 559, 239981, 
"flat75-51.cnf", 121, 557, 147891, 
"flat75-52.cnf", 123, 564, 110534, 
"flat75-53.cnf", 118, 548, 14566, 
"flat75-54.cnf", 118, 552, 718442, 
"flat75-55.cnf", 128, 587, 370507, 
"flat75-56.cnf", 122, 555, 37109, 
"flat75-57.cnf", 117, 536, 86760, 
"flat75-58.cnf", 128, 575, 145375, 
"flat75-59.cnf", 119, 539, 201229, 
"flat75-6.cnf", 122, 562, 123304, 
"flat75-60.cnf", 113, 529, 10264, 
"flat75-61.cnf", 117, 537, 542000, 
"flat75-62.cnf", 125, 564, 252480, 
"flat75-63.cnf", 127, 572, 49543, 
"flat75-64.cnf", 121, 557, 420877, 
"flat75-65.cnf", 125, 566, 131133, 
"flat75-66.cnf", 123, 562, 141668, 
"flat75-67.cnf", 121, 547, 425548, 
"flat75-68.cnf", 121, 540, 744687, 
"flat75-69.cnf", 130, 578, 17969, 
"flat75-7.cnf", 112, 524, 225509, 
"flat75-70.cnf", 129, 571, 403260, 
"flat75-71.cnf", 126, 561, 17008, 
"flat75-72.cnf", 128, 579, 682235, 
"flat75-73.cnf", 124, 563, 273789, 
"flat75-74.cnf", 127, 577, 187265, 
"flat75-75.cnf", 122, 555, 768684, 
"flat75-76.cnf", 113, 542, 262037, 
"flat75-77.cnf", 112, 529, 443258, 
"flat75-78.cnf", 126, 580, 216110, 
"flat75-79.cnf", 127, 576, 610737, 
"flat75-8.cnf", 122, 564, 129392, 
"flat75-80.cnf", 126, 566, 50173, 
"flat75-81.cnf", 122, 558, 214483, 
"flat75-82.cnf", 116, 531, 556122, 
"flat75-83.cnf", 114, 529, 41956, 
"flat75-84.cnf", 120, 560, 439586, 
"flat75-85.cnf", 121, 545, 322247, 
"flat75-86.cnf", 118, 541, 95467, 
"flat75-87.cnf", 126, 571, 211674, 
"flat75-88.cnf", 125, 560, 167771, 
"flat75-89.cnf", 123, 556, 640064, 
"flat75-9.cnf", 111, 516, 23562, 
"flat75-90.cnf", 122, 559, 173751, 
"flat75-91.cnf", 119, 554, 324204, 
"flat75-92.cnf", 131, 590, 635832, 
"flat75-93.cnf", 122, 559, 301168, 
"flat75-94.cnf", 114, 537, 235731, 
"flat75-95.cnf", 121, 564, 136410, 
"flat75-96.cnf", 114, 537, 42617, 
"flat75-97.cnf", 116, 522, 18162, 
"flat75-98.cnf", 122, 563, 58102, 
"flat75-99.cnf", 112, 530, 18199, 
